label,long_avg_ret,short_avg_ret,correlation,long_hit_rate,short_hit_rate
Taiwan 外資 Flow → TAIEX Next-Day Return,0.4795255364298963,0.10932377367557639,0.12454366985003101,0.6944444444444444,0.43333333333333335
Taiwan 外資 Flow → TAIEX Next-Week Return,1.7393157661662197,0.8568617816403912,0.14275817149658485,0.7777777777777778,0.32558139534883723
TW 三大法人 Flow → QQQ Next-Day Return,-0.04435457625097637,-0.012320780253105332,-0.013297991241654658,0.53125,0.48936170212765956
TW 三大法人 Flow → QQQ Next-Week Return,-0.30065236363186754,0.11745099477752609,-0.09260527846888683,0.5625,0.5
